31	9	6	35	4	7	30	19	34	23	16	17	33	5	8	30	34	30	2	8	9	15	19	9	6	5	5	5	28	23	26	12	25	31	17	30	28	7	21	34	22	22	24	11	27	6	17	34	16	10	16	9	17	19	29	11	8	31	30	26	32	9	30	11	11	23	14	19	27	6	28	17	25	27	2	2	30	3	35	4	27	34	14	14	24	1	29	9	15	2	17	7	24	30	20	27	35	15	6	13
25	4	32	10	35	17	15	16	27	20	25	7	28	8	30	20	20	25	32	26	35	22	2	24	25	31	31	13	17	9	19	11	4	9	11	17	6	6	7	5	9	21	22	10	8	32	29	33	14	34	25	25	18	35	3	22	6	14	17	5	8	35	21	2	8	13	26	29	15	19	16	25	14	20	19	19	33	26	24	27	9	22	33	10	7	14	24	25	18	32	31	14	9	5	1	7	32	27	35	33
20	19	17	1	16	19	16	27	9	22	26	31	19	25	19	22	13	4	21	32	16	18	13	33	33	30	16	10	20	16	25	33	30	30	28	33	16	28	18	10	20	20	12	3	14	7	35	5	3	22	10	4	21	32	13	26	31	26	9	6	3	16	20	5	30	11	17	27	6	13	12	3	22	26	8	23	23	35	5	21	10	17	35	33	5	15	5	5	21	20	5	28	18	9	34	31	27	17	25	11
26	25	3	18	33	30	7	21	33	32	15	8	26	1	14	34	11	3	26	20	32	29	33	21	2	24	1	15	25	33	3	18	32	16	34	21	4	30	22	27	17	7	34	13	23	9	26	10	29	30	15	20	32	13	1	31	34	2	25	7	4	13	22	25	25	1	5	21	8	21	13	4	1	33	31	4	3	2	16	24	20	7	8	6	15	35	30	23	34	33	16	12	13	2	7	24	20	19	20	1
10	18	27	7	23	4	24	33	21	2	18	4	21	2	27	28	21	22	25	28	26	16	20	14	22	35	2	35	15	34	13	6	27	18	16	20	15	24	29	14	1	1	26	30	33	20	28	1	24	20	24	14	4	8	5	7	24	23	32	29	22	29	24	12	3	14	11	17	13	33	30	13	6	6	22	25	34	31	30	16	16	14	22	17	1	2	3	2	10	12	6	20	33	14	10	19	13	23	23	3
5	23	2	25	11	16	6	15	35	10	9	11	20	3	23	17	31	14	1	22	8	14	6	11	4	26	10	1	16	21	5	9	11	10	8	15	5	32	1	19	13	23	4	15	13	21	2	27	17	16	28	6	28	34	24	9	19	10	21	33	29	25	34	9	15	27	10	13	28	28	9	28	28	9	33	6	6	34	31	7	32	30	3	16	28	24	6	14	16	35	10	9	6	17	28	32	19	10	15	14
18	10	10	24	28	1	26	26	13	25	1	15	24	16	2	27	5	1	33	18	23	32	26	4	3	19	17	6	22	24	1	8	8	25	1	13	21	23	17	24	31	13	18	33	32	1	5	21	35	1	2	32	11	2	33	16	25	6	29	21	25	7	18	21	27	25	27	16	19	25	22	12	11	16	30	28	16	4	15	25	31	29	29	7	35	18	10	7	3	24	8	34	21	10	15	12	34	25	34	23
14	16	30	4	6	24	19	22	6	24	4	20	8	24	20	6	17	32	8	12	27	26	14	12	31	14	19	29	21	32	29	2	14	4	30	6	18	14	14	4	29	34	33	5	7	14	12	24	1	14	21	24	5	12	16	19	27	11	26	28	20	4	5	7	12	3	22	24	3	20	23	11	24	28	17	12	35	25	27	10	28	1	7	27	6	6	31	21	11	30	21	6	2	33	19	35	8	35	29	29
9	31	31	22	31	23	28	25	18	17	21	32	16	10	25	24	33	28	7	34	20	23	12	10	27	25	3	9	24	17	20	16	10	7	23	4	11	1	30	12	16	8	7	34	16	15	16	4	6	7	9	19	23	18	15	29	17	9	2	8	7	8	28	15	26	33	1	20	31	31	25	2	21	22	6	31	28	15	14	26	11	5	16	3	14	22	34	6	14	9	30	5	4	13	31	34	25	33	21	7
6	21	7	27	27	9	22	24	31	34	24	13	15	28	35	26	27	20	15	19	12	24	3	34	23	7	23	30	12	14	23	4	31	23	20	19	2	10	31	25	5	29	31	16	15	26	4	19	9	18	33	35	13	1	6	30	5	33	18	3	18	6	35	18	13	20	12	30	22	29	1	14	17	5	23	30	7	24	20	19	26	20	18	29	27	23	4	8	13	16	13	17	35	32	33	9	9	7	28	24
1	3	28	8	21	26	32	20	26	30	23	5	7	7	5	16	26	13	11	33	28	12	4	8	9	15	32	21	10	7	35	3	9	2	7	16	25	15	5	6	7	24	35	24	1	13	19	9	32	31	34	34	6	7	8	18	28	7	10	19	1	24	19	16	29	24	8	23	14	8	19	6	5	11	26	15	21	11	6	34	15	10	13	15	3	25	13	27	1	21	33	10	1	4	11	29	30	5	12	10
33	32	33	30	24	33	11	13	15	35	5	21	23	11	24	10	14	18	18	24	34	20	27	2	7	12	33	2	8	5	21	13	33	5	5	25	23	4	20	22	8	5	16	8	9	11	22	18	2	15	1	18	22	31	28	32	15	32	3	31	19	11	29	8	28	32	19	1	29	7	31	27	33	25	13	22	12	5	1	18	7	11	10	13	8	21	8	20	17	15	24	32	30	23	25	2	26	31	10	34
27	14	29	20	32	8	13	11	17	9	2	35	14	27	18	25	18	7	34	5	6	10	32	19	24	8	7	27	1	26	33	5	28	17	31	9	30	27	19	23	3	32	5	2	26	18	25	32	18	27	31	33	20	10	30	17	26	4	19	35	11	17	15	14	16	7	33	18	18	2	7	22	10	31	35	1	9	7	8	13	3	9	19	11	2	29	12	11	33	25	15	16	10	18	24	18	2	18	26	21
8	13	15	6	14	5	34	32	25	11	8	34	6	21	1	1	23	34	19	31	10	13	22	26	26	20	30	20	13	20	9	25	35	27	12	32	13	34	13	9	15	14	29	18	5	33	11	29	26	4	8	8	12	3	34	25	32	28	4	13	12	14	10	34	23	6	24	28	2	4	5	26	12	18	28	29	27	30	7	23	6	3	25	24	18	12	26	31	20	28	35	26	25	7	22	11	14	34	19	12
15	11	13	34	15	10	12	29	4	33	7	22	11	15	34	12	15	27	12	3	17	27	15	13	1	32	6	22	18	6	28	7	13	14	25	35	17	12	11	18	27	28	10	25	17	22	23	20	23	25	27	12	14	27	23	14	4	18	20	2	5	32	26	17	7	18	31	12	16	17	2	16	15	35	24	16	32	23	11	11	5	2	24	25	31	10	19	24	35	27	34	19	15	11	4	21	5	12	27	4
32	12	18	16	18	13	9	23	10	8	3	29	31	13	11	14	9	16	20	10	7	11	18	22	13	9	29	7	30	13	34	21	3	33	14	3	7	16	32	15	10	27	21	29	35	12	27	16	7	21	6	3	24	28	35	21	23	21	31	32	10	20	12	20	4	21	13	32	10	34	26	10	27	21	3	33	22	6	9	14	35	8	4	1	17	30	2	28	19	13	28	18	32	16	13	33	4	32	33	22
7	6	16	12	19	12	31	18	20	14	30	25	9	14	29	4	29	11	16	9	2	5	9	25	17	1	22	12	19	10	11	17	7	35	35	12	14	18	28	16	21	16	3	1	18	5	6	11	15	19	4	29	10	25	32	15	1	34	1	20	34	27	7	26	32	4	16	22	5	9	32	32	8	17	7	14	11	1	3	22	8	19	9	2	16	31	17	26	5	34	2	4	28	8	2	6	24	9	18	19
16	7	1	29	30	11	25	7	1	31	11	9	34	20	13	13	22	17	35	2	14	34	31	3	10	27	13	11	27	27	17	1	16	13	19	26	12	2	34	26	12	18	2	9	28	27	30	6	12	35	19	16	9	20	21	4	20	19	33	14	14	22	32	1	22	12	9	9	4	18	8	35	30	2	20	11	26	16	13	9	34	6	26	23	13	17	33	22	30	3	19	21	17	6	32	3	10	28	14	8
13	26	22	26	29	27	2	12	30	26	10	14	4	17	32	23	2	15	28	35	21	19	10	29	34	18	25	19	6	31	4	22	18	20	27	23	1	21	10	13	4	4	23	12	20	10	13	2	22	5	3	11	8	22	22	2	3	1	15	15	35	15	23	6	33	19	30	14	21	23	3	18	7	29	16	32	17	10	25	29	1	25	15	26	9	16	18	1	6	6	14	3	19	24	14	13	12	13	30	15
99	41	37	72	49	61	49	46	53	95	57	66	65	62	84	73	84	67	45	45	95	41	95	60	88	50	72	81	42	54	68	100	90	44	60	86	62	95	77	92	79	55	40	67	82	38	44	78	67	71	36	75	79	92	45	79	73	50	97	70	38	96	85	75	56	89	58	62	58	88	38	83	92	70	61	76	93	36	46	75	61	62	71	47	64	83	86	48	77	62	64	52	82	55	89	79	87	45	88	96
73	63	71	43	44	51	68	91	62	59	84	73	74	45	66	80	80	72	52	62	62	82	37	47	78	92	85	76	96	59	59	72	51	86	54	52	74	43	57	37	70	36	81	92	62	70	95	41	73	66	58	80	65	44	59	74	42	69	68	80	53	38	46	36	54	56	59	92	55	54	75	76	81	79	68	57	87	85	99	45	51	51	68	85	52	93	48	72	57	69	40	90	53	54	97	85	91	67	71	75
54	59	79	54	50	53	44	86	41	88	68	44	43	66	52	98	51	96	47	77	38	67	69	98	67	68	74	62	81	50	42	40	56	83	51	66	64	53	50	100	90	67	51	57	56	36	80	55	62	52	47	58	95	65	39	97	36	91	89	62	74	68	72	87	48	74	65	86	59	45	95	93	47	76	44	45	55	71	78	53	40	74	65	58	55	59	72	94	88	81	100	88	92	36	73	76	74	41	78	70
91	54	51	53	75	72	82	72	90	67	85	85	89	51	71	42	71	76	46	52	89	91	64	74	39	55	100	51	90	62	92	99	54	42	83	47	65	82	81	71	43	74	48	76	42	91	43	56	47	68	90	53	48	56	90	38	45	100	83	37	40	87	84	67	78	53	99	73	41	99	72	84	78	42	97	64	73	46	48	80	52	47	97	57	37	99	37	54	70	80	91	68	54	69	65	87	59	60	50	71
93	75	54	40	68	59	38	92	77	83	56	97	37	91	90	79	48	74	41	42	99	92	55	91	82	41	65	94	71	53	70	96	43	90	80	62	91	77	42	64	72	63	43	86	75	73	88	38	66	55	50	55	38	74	70	63	49	49	74	89	36	53	78	60	36	57	54	94	82	51	37	69	87	36	53	74	39	97	61	43	84	86	55	66	40	65	92	60	94	44	54	38	91	66	49	43	70	70	68	82
51	67	40	67	73	82	83	65	58	98	77	69	59	88	60	47	99	73	36	39	82	75	73	93	70	84	63	93	99	39	41	37	36	74	47	57	63	59	83	36	86	68	59	73	67	41	55	92	39	42	37	86	67	37	56	93	94	54	82	98	79	65	61	55	69	97	49	52	87	50	78	92	99	86	50	37	82	61	54	49	64	45	80	63	65	90	76	83	100	45	96	42	41	93	62	56	66	61	41	44
46	83	47	91	63	41	58	38	36	97	41	99	93	47	70	83	90	69	59	66	36	39	62	52	63	47	98	41	98	97	81	43	98	49	48	97	66	38	85	74	38	54	67	54	41	83	48	46	61	65	54	63	94	39	40	37	89	58	49	39	99	91	77	65	68	75	57	60	52	53	69	67	77	52	93	50	96	47	94	85	69	94	99	82	56	71	88	39	41	37	57	50	71	83	45	90	98	39	42	43
52	46	53	48	99	77	93	93	57	93	88	46	82	86	97	70	55	63	87	69	59	94	36	36	80	53	76	43	53	92	80	93	97	88	79	68	79	88	100	61	85	50	47	87	49	89	52	81	41	36	51	52	68	36	41	62	43	40	69	50	90	82	73	76	67	99	45	59	60	58	92	90	38	57	81	66	75	50	72	51	41	90	63	96	38	88	98	41	46	77	74	65	58	60	93	88	58	64	46	89
74	73	73	36	78	75	63	42	63	91	63	77	90	38	81	71	82	90	86	65	72	68	42	89	66	65	83	73	77	86	43	46	86	43	73	54	57	62	70	59	62	48	77	63	53	43	64	36	80	43	78	67	63	45	65	40	55	95	54	96	43	95	75	80	83	90	88	89	48	71	76	87	65	41	55	39	47	89	53	93	54	44	76	55	71	60	74	56	66	55	48	91	84	90	42	78	36	88	59	40
78	78	74	75	59	69	53	66	87	56	94	90	78	40	98	40	46	56	56	61	50	78	54	94	49	76	66	48	47	42	47	63	75	73	84	83	44	41	89	91	69	96	63	75	72	47	49	45	57	72	76	64	44	63	96	90	39	80	64	100	67	45	66	99	74	91	96	83	88	82	81	53	70	38	69	84	98	73	69	70	48	76	70	37	98	79	56	40	92	82	95	85	95	40	82	45	39	54	76	68
75	60	96	95	47	91	78	99	66	54	81	86	92	72	85	69	91	83	76	93	92	44	53	79	89	93	48	46	92	99	85	53	57	38	88	75	47	80	91	78	54	77	86	98	64	76	71	96	53	58	77	59	56	51	77	61	38	43	91	94	49	100	98	42	72	69	42	55	69	62	58	42	42	43	90	80	43	37	62	52	39	48	51	44	88	54	52	89	52	86	76	71	51	89	69	95	50	82	36	79
55	100	99	80	79	74	76	36	67	84	38	100	61	65	74	51	98	89	77	46	42	46	79	43	46	48	38	69	78	66	69	65	60	71	55	73	51	65	66	76	60	84	93	66	36	77	98	77	51	86	66	42	89	38	73	83	69	87	47	73	91	78	70	47	77	79	56	65	79	42	68	48	54	93	92	79	63	70	42	58	99	75	41	56	45	72	43	90	75	93	93	37	45	64	67	62	77	46	69	100
61	38	50	63	69	89	73	41	84	69	71	50	70	61	62	36	42	43	44	59	81	80	51	88	68	44	95	88	51	81	78	87	47	97	39	90	76	97	98	72	42	93	97	58	76	62	65	73	83	76	82	95	61	64	98	92	91	38	43	75	51	79	60	58	91	62	83	43	61	40	71	82	72	49	70	69	56	54	49	50	37	41	98	59	99	82	95	92	38	36	94	98	37	68	59	47	67	99	58	42
57	43	60	49	81	38	77	98	45	43	87	71	96	41	68	48	81	88	53	81	39	48	93	97	58	79	64	83	69	75	45	79	95	76	74	60	54	93	52	39	50	97	96	46	79	81	47	85	90	57	87	85	80	52	37	46	48	71	87	95	70	56	47	53	81	85	52	81	76	60	82	36	39	64	100	38	91	45	47	62	88	70	95	69	61	53	77	87	36	53	50	60	76	56	54	73	75	94	86	56
48	53	90	93	60	65	51	76	94	76	37	80	57	53	49	38	68	50	74	44	69	98	45	87	93	61	67	59	73	55	39	61	52	52	75	85	41	76	90	95	73	85	46	65	37	65	67	84	87	53	61	49	70	97	50	58	68	74	55	68	78	43	86	81	64	78	67	79	50	87	70	94	37	39	40	36	40	42	44	55	42	38	92	61	72	39	60	58	97	38	62	40	61	44	95	99	68	55	45	50
42	72	48	99	100	97	46	89	44	77	72	37	49	94	57	54	69	81	90	38	91	38	74	71	97	49	40	84	89	100	74	60	61	59	44	37	97	70	43	99	84	71	91	60	85	44	73	95	49	98	57	84	78	55	63	71	85	68	70	85	65	52	36	85	95	60	87	66	51	38	77	77	64	81	71	89	53	68	88	60	55	88	53	45	63	78	63	44	48	47	83	96	46	70	79	40	89	77	39	49
49	69	72	84	45	62	72	75	61	48	54	45	95	84	80	49	50	78	95	37	51	74	41	90	76	52	69	90	54	67	40	64	65	67	95	99	48	45	80	97	81	90	76	96	61	40	96	70	98	45	43	60	55	99	44	53	77	96	42	48	52	58	89	54	43	39	84	97	53	49	48	66	69	51	39	65	84	60	87	65	62	96	81	93	36	38	41	38	86	39	87	66	73	51	75	42	45	92	93	54
40	94	92	44	41	60	40	71	40	51	93	89	88	99	42	61	57	57	71	47	80	50	83	46	41	91	47	70	49	43	90	74	38	48	82	48	43	67	93	82	93	66	85	59	100	84	90	40	92	70	71	40	62	100	74	67	84	89	37	43	93	50	43	89	71	50	71	40	54	86	66	50	79	50	65	92	76	81	95	81	70	78	73	97	83	97	40	97	83	68	67	94	57	86	81	89	90	90	43	36
36	93	84	98	74	55	56	55	100	68	79	48	72	87	86	84	49	49	55	76	41	97	78	85	75	73	58	61	44	41	60	95	84	50	94	65	40	79	88	57	98	40	69	95	50	71	60	66	37	60	65	41	99	57	71	89	57	70	66	58	41	73	45	83	100	47	81	48	46	83	41	38	52	69	91	95	85	57	85	38	96	58	84	46	93	49	100	69	89	58	55	45	52	81	88	96	44	91	70	64
92	58	88	50	93	80	98	59	38	38	64	43	68	74	47	37	63	36	98	92	90	96	56	73	36	59	50	98	95	95	62	81	37	51	93	56	94	75	56	42	96	78	89	37	45	94	46	39	94	39	85	89	51	41	47	98	74	62	50	44	42	80	53	88	82	63	60	58	89	78	84	70	67	62	74	63	59	77	74	46	57	50	75	88	58	80	44	42	90	54	75	81	55	97	57	55	64	71	72	86
39	40	78	81	90	46	66	40	85	41	90	72	46	85	54	88	87	46	60	71	76	73	48	68	64	64	36	50	93	80	51	52	73	99	57	88	81	57	86	45	67	82	41	83	92	72	99	47	81	51	64	54	85	69	94	100	79	77	65	36	80	84	80	70	40	83	77	78	38	70	53	41	56	87	78	93	51	62	45	92	79	40	100	74	43	73	68	99	81	73	37	44	44	61	92	86	83	84	62	93
44	49	46	88	97	93	39	88	49	47	69	58	58	90	48	89	39	60	82	57	64	87	98	82	61	82	71	53	87	37	65	77	94	93	61	93	75	78	37	60	51	98	80	78	73	56	51	98	72	37	92	61	90	73	100	36	37	90	86	71	100	64	95	46	59	66	39	51	90	96	89	44	100	56	51	99	83	75	40	48	83	68	60	91	70	50	71	79	42	98	82	95	62	49	58	80	88	69	92	98
47	80	61	68	39	54	61	78	47	73	67	79	98	82	100	76	47	42	37	49	70	64	46	58	86	56	52	42	86	71	66	68	46	87	87	55	72	51	54	56	88	39	90	55	91	75	40	97	58	77	68	57	53	82	38	39	87	37	40	72	92	36	42	40	52	45	90	96	93	79	43	57	95	46	89	77	46	84	79	83	86	43	38	68	74	43	65	53	84	61	43	89	68	99	63	57	51	40	82	97
96	39	49	74	56	94	85	56	60	64	92	87	83	60	50	95	93	71	50	64	66	57	59	61	84	58	54	56	64	83	100	48	82	64	63	91	37	81	61	48	58	59	72	43	97	52	66	37	64	38	60	70	66	85	43	43	83	84	77	59	85	88	67	74	51	70	66	93	71	98	97	46	74	80	49	72	94	88	98	79	95	95	96	81	89	91	94	68	60	87	89	69	75	82	36	71	65	53	99	88
83	65	45	76	53	73	50	97	46	87	98	38	51	52	89	58	73	39	67	50	53	55	97	75	43	46	86	57	52	49	63	73	45	80	62	95	99	84	95	85	46	70	71	84	81	92	39	59	59	100	99	39	86	84	84	50	61	42	75	41	44	75	56	43	50	77	95	68	36	80	96	47	59	77	42	71	44	67	63	68	60	69	39	67	51	61	45	63	50	89	47	100	63	42	85	37	55	98	47	95
56	74	56	55	67	88	52	61	43	94	73	74	85	76	53	53	60	45	69	88	67	58	61	66	50	97	49	40	74	68	79	90	85	82	52	96	90	89	84	63	100	83	65	90	63	95	92	100	70	82	67	51	43	47	91	59	44	75	57	38	39	61	37	77	90	58	92	85	70	43	85	95	96	84	41	96	41	82	50	71	87	89	36	78	44	95	53	77	95	74	51	54	85	76	87	61	69	96	94	38
58	52	38	97	83	39	91	68	55	55	89	54	47	79	69	60	62	65	58	79	71	52	67	54	47	75	60	38	66	88	88	56	74	79	70	38	60	94	82	52	97	65	83	50	52	60	57	42	74	85	63	87	69	86	75	96	81	83	81	65	59	51	88	62	84	43	51	95	63	92	80	65	62	89	54	46	54	58	100	87	67	92	78	64	100	92	66	74	96	96	61	61	97	100	52	68	100	43	73	48
81	57	55	37	92	43	41	62	75	53	76	96	54	44	83	72	97	54	89	40	47	40	70	100	62	86	97	97	55	91	93	36	59	89	92	89	53	60	71	67	56	44	84	36	70	100	54	43	91	80	48	94	77	43	72	81	88	39	92	66	76	92	68	93	96	46	91	75	77	41	98	43	43	63	56	70	77	94	68	90	43	67	44	38	82	42	49	88	65	95	65	55	60	47	70	53	57	48	56	90
60	36	62	78	62	71	54	52	39	62	100	91	53	73	88	97	92	77	79	83	86	36	68	83	48	60	44	78	46	61	54	67	49	84	90	76	86	58	92	88	66	47	53	49	39	88	42	75	36	47	59	88	75	70	78	49	86	65	58	92	60	89	41	61	73	52	98	87	66	36	42	71	80	37	86	43	90	40	77	89	97	98	90	39	66	84	51	81	37	91	63	43	42	73	51	91	81	78	61	60
62	87	58	87	80	44	96	85	99	74	40	76	41	96	82	64	58	55	84	90	49	84	38	59	74	72	55	67	94	69	87	69	96	55	49	43	73	39	39	41	68	86	78	51	89	80	74	50	50	56	91	38	97	81	92	84	96	99	85	45	58	67	39	90	85	98	37	98	75	97	79	89	45	85	47	86	88	95	67	42	73	79	62	65	49	63	93	55	80	57	90	72	94	79	56	59	60	63	44	62
100	61	98	58	95	58	36	70	91	100	78	68	84	69	40	45	52	84	94	72	46	100	58	84	59	89	78	58	72	93	37	97	62	70	46	84	70	42	46	79	87	91	60	64	43	37	56	51	55	48	89	46	42	62	61	51	65	81	61	99	75	42	82	50	80	59	68	41	91	47	62	96	84	90	85	94	69	44	89	97	80	63	67	60	59	64	78	85	55	97	52	87	80	92	91	98	97	80	98	84
64	77	63	51	85	49	89	51	79	66	95	47	69	64	92	55	43	44	42	73	85	83	88	57	71	38	88	65	59	44	72	83	80	36	89	81	42	92	53	47	99	37	58	56	57	66	79	53	86	96	94	50	92	90	64	66	80	57	52	79	61	63	93	91	86	100	44	49	42	95	47	100	50	45	67	78	37	56	52	40	81	46	64	90	41	56	39	73	67	85	41	73	90	58	83	60	63	65	64	52
63	51	52	62	88	78	95	73	93	49	91	64	42	55	79	96	72	64	92	84	61	71	86	38	55	95	56	77	79	73	96	41	81	98	96	59	93	72	99	55	80	51	98	100	40	69	70	83	42	64	79	83	76	78	54	94	51	45	36	69	71	98	63	69	53	48	46	88	95	75	44	86	51	53	79	73	70	41	65	64	74	100	89	75	42	46	99	95	51	64	92	49	36	78	44	94	38	93	96	46
85	90	41	45	46	67	99	96	71	75	51	59	50	71	77	39	66	53	72	41	57	69	77	72	69	39	73	52	56	98	94	88	78	81	71	58	68	64	94	87	95	79	82	39	55	98	81	87	82	67	53	81	52	98	46	80	63	41	72	64	64	81	81	86	70	51	53	71	81	57	50	60	82	54	80	82	58	93	60	73	56	65	83	79	97	66	87	66	72	79	73	57	56	38	41	81	43	37	95	76
41	76	44	56	70	64	55	53	74	61	45	49	76	92	87	81	74	38	54	58	40	93	72	56	51	87	46	89	67	46	67	82	58	69	65	40	83	74	60	65	55	53	79	97	74	68	100	69	77	73	52	99	82	93	57	91	56	36	63	90	55	99	65	37	41	84	80	37	62	61	86	85	40	65	94	40	92	48	93	56	63	80	40	36	77	57	90	71	85	92	71	64	81	48	64	83	62	79	67	94
